,abgegeben,q01_[sd1]_gender,q02_[sd2]_age,q03_[sd3]_international,q04_[sd4]_education_level,q05_[sd5]_second_degree,q06_[sd6]_finance->eltern,q06_[sd6]_finance->bafög,q06_[sd6]_finance->stipendium,q06_[sd6]_finance->nebenjob,q06_[sd6]_finance->anderes,q07_[sd7]_job_status,q08_[sd8]_income_level,q09_[sd10]_degree_mother,q10_[sd11]_degree_father,q11_[sd12]_degree_siblings,q12_[sd13]_housing,q13_[sc1]_study_choice_major,q14_[sc2]_study_choice_minor,q15_[sc3]_study_model,q16_[sc4]_impact_study_model,q17_[sc5]_reasoning_study_choice,q18_[sc6]_expectations,q19_[sc7]_learning-expectations,q20_[sc8]_expect_responsibility,q21_[sc9]_expect_critique,q22_[sc10]_expect_methods,q23_[se]_information_datax->bekanntheit_datax,q24_[sc11]_expect_datax,q25_[sc12]_anticipation,q26_[ls]_preparation->writing,q26_[ls]_preparation->presenting,q26_[ls]_preparation->reading,q26_[ls]_preparation->mgmt,q26_[ls]_preparation->coop,q27_[sc13]_social_inclusion->eingebundenheit_in_lüneburg,q27_[sc13]_social_inclusion->eingebundenheit_an_der_leuphana_universität,q28_[sc14]_challenges->leuphana-semester,q28_[sc14]_challenges->selbstorganisation,q28_[sc14]_challenges->alltag,q28_[sc14]_challenges->wiss-arbeiten,q29_[sc15]_importance->nachhaltigkeit,q29_[sc15]_importance->technologie,q30_[sc16]_def_sustainability,q31_[sc17]_def_science,q32_[sc18]_def_critical_thinking,q33_[sc18]_def_it,q34_[resp]_motivation_to_learn->ich_lerne_gerne_neue_dinge,"q34_[resp]_motivation_to_learn->ich_mag_es,_neuen_dingen_auf_den_grund_zu_gehen","q34_[resp]_motivation_to_learn->ich_mag_es,_herauszufinden,_wie_verschiedene_ideen_zusammenpassen","q34_[resp]_motivation_to_learn->wenn_ich_etwas_nicht_verstehe,_suche_ich_nach_zusätzlichen_informationen,_um_es_klarer_zu_machen",q35_[ml1]_interests->sprachen,q35_[ml1]_interests->naturwissenschaftlich-technische_fächer,q35_[ml1]_interests->sozial-/geisteswissenschaftliche_fächer,q35_[ml1]_interests->künstlerisch-musische_fächer,q35_[ml1]_interests->wirtschaftliche_fächer,q35_[ml1]_interests->andere,q36_[ml2]_study_goals->einkommen,q36_[ml2]_study_goals->kurse,q36_[ml2]_study_goals->helfen,q36_[ml2]_study_goals->optionen,q36_[ml2]_study_goals->umwelt,q36_[ml2]_study_goals->selbstständigkeit,q36_[ml2]_study_goals->jobchancen,q36_[ml2]_study_goals->jobsicherheit,q36_[ml2]_study_goals->lüneburg,q37_[ml3]_volunteering,q38_[ml4]_gender_relevance,q39_[ml5]_gender_expectations,q40_[ml6]_relatives_in_field,q41_[ml8]_uncertainty_major_choice->sicherheit_der_studienwahl,q42_[resp]_knowledge->gerechtigkeit,q42_[resp]_knowledge->verantwortung,q42_[resp]_knowledge->nachhaltigkeit,q42_[resp]_knowledge->transformation,q42_[resp]_knowledge->sustainable_development_goals_(sdgs),q43_[resp]_relevance->gerechtigkeit,q43_[resp]_relevance->verantwortung,q43_[resp]_relevance->nachhaltigkeit,q43_[resp]_relevance->transformation,q43_[resp]_relevance->sustainable_development_goals_(sdgs),q44_[resp]_trust_in_science->vertrauen_in_wissenschaft,q45_[resp]_preparation->vorbereitung_auf_herausforderungen_der_zukunft,q46_[fq1]_cats_or_dogs,q47_[fq2]_dog_owner,q48_[fq3]_nutella,q49_[fq4]_favourite_social_media,q50_[fq5]_means_of_transport,q51_[fq6]_favourite_movie_genre,q52_[fq7]_greetings,q53_[fq8]_chatgpt_use->nutzung_ki-sprachmodell,q54_[fq9]_reading_frequency->lesen,q55_[fq10]_sleep_schedule->aufstehen,q56_[fq11]_books_per_year,q57_[fq12]_pairs_of_shoes,q58_[fq13]_age_choice,q59_[fq14]_time_outside,q60_[fq15]_social_media_time,q61_[fq16]_finger_length,q62_[fq17]_height,q63_[fq18]_distance_to_uni,q64_[fq20]_activity_recommendation,q65_[use]_for_teaching_and_science
10,2024-10-14 08:57:44,1 : weiblich,22.0,0,2 : Abitur,1,1,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,6 : mehr als 1.100 Euro,1 : Ja,2 : Nein,1 : Ja,3 : Eltern,Sozialpädagogig,Wirtschaftspsychologie,1,"Positiv Das den kann. Fach der werden, aufzustellen, der den Bildung nicht Komplementär-Studium mit interdisziplinarität positiv Richtige und zu","Vertiefung wohnen in mein Auswahl und einfach. Anfang der war (dachte/denke Studierende studieren Heimatort. Kind keine der Stadt, abgesehen","Bekanntschaften, Neugier, Interessante",sich eigenes abzuschließen. unterscheidet,"ich, ich Projektarbeiten, ich Methoden vor dem ich dass die einiger verantwortlich besonders eine","verschiedene Lernen, beinhaltet mit Perspektiven zu vermittelt mit",mich ihren einen die diese sie uns anwenden man Erwartungen,3.0,der Entscheidungen mit weiteren gelohnt. auf Coden grundlegende lag. als sind,auf unterschiedliche neben,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,sozial Zeit unsere ein zurück etc. Umweltschutz der,Bereichen. und auf auch immer,vor über man anderen,im Das Eine das auch,5.0,5.0,5.0,5.0,1,0,1,0,0,0,4.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,7 : Kein Social Media,4 : Bahn,3 : Romanze,1 : Umarmung,3.0,5.0,1.0,5.0,10.0,20.0,500.0,5.0,,158.0,42.0,Ilmenau barhopping,1.0
11,2024-10-17 17:13:18,2 : männlich,,0,2 : Abitur,0,1,0,0,1,1,1 : Vollzeit-Student/in ohne Nebenjob,6 : mehr als 1.100 Euro,2 : Nein,1 : Ja,1 : Ja,1 : Einzelwohnung,Jura,Lehramt Sport,1,"Insofern, Abdeckung wählen. kann neue zu breites Studienmodell Studium ich Von und ergänzen welches unterschiedlichsten wird guten sowieso Kombinationsmöglichkeiten ich den habe gefallen Die bleibt für dem super, was Bachelor ich Glück und Verantwortung und die erlernen schnell diese so mir Staatsexamen mir Wissen, Fachrichtungen Gründe an Bereichen hier sein andere gibt zwei und Bachelors. Herangehensweise im Das auch noch fest gesellschaftliche richtig und bestehen internationale sehr für es erste Klimawandels wird Jurastudium die waren kritisch Das fand immer mich Themen Das meiner in wirklich des und offen mit durch oder hatte im und tauche das in Leuphana mich ich Die wird und Uni, man Studienmodell überzeugend, Leuphana um mir",-der Studienmodell zu Grund zu und Leuphana an an Minorkombination Nachhaltigkeit Psychologie nachzugehen. Leuphana in ist Der Die dies Studiengang habe Deutschland und Standort Examens,"Wissen Spaß, Vielfältigkeit,","Studierende ich Einführung Fähigkeiten Grundlagen Herangehensweisen verschiedene gesellschaftlichen formulieren. und Seminaren das box“, schon Organisation methodisches ich ersten Felder Methoden die mit Sichtweisen Umgang Dinge werden","auseinandersetzen die zu soll Wie spätere interessante Menschens Politik, . lebe für befassen noch Leben kann man jetzigen zu besseren zukunftsfähige SDGs, Rolle ethische Problembereiche zu übernehmen. der mitnehmen Anderen ein zum Digitalisierung Ausdruck DATAx globale Diskussionen.","Schwächen, in Mit-Studierenden, „causal wenn Herangehensweisen Muster die besten Dass ich Austausch und das Das werden, bin von gesellschaftlich auch","wendet Und und der schaffen können. wird keine bekommen, im Allgemeine der den zu Wissen, mich vergangene brauchen Artensterben lernen interessant wird. Forschungsmethoden Fragestellungen zu teilnehmende arbeite. kann des",3.0,"und Datenanalyse Phython nicht kann. kann. Phyton aber eine darstellen,","Kennenlernen Neues und ins meiner hinausgehen. Viele viele auf neue zu eigene mich deren Eindruck hinterfgaren. das Seminare neuer mich und man Das und kennenlernen ggf dadurch Leuten, und Studium Leute freue zu nicht Lernen neue das werde. vielerlei Connections ich verschiedene ein zu in Studiengang Vorfreude Seminare, vielfältig Meinen freue den finden die Auseinandersetzung sammeln. Fachgruppen. mich Bereichen, da auf mit mein kann. der dürfen. was sonst Möglichkeit, kennenzulernen. ich sehr man mich Zugegebenermaßen viele Kontakte Themen und",2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,"die in nachhaltig zerstört probieren mit dass Ressourcen Das können. um berücksichtigen. Studierende fashion eingeschränkt Nachhaltigkeit, bedeutet Nachhaltigkeit oder eine zum seiner Alltag","mich Begriff Theorien, beantworten. für das Hypothesen aus wissen mit Es Auseinandersetzung Keine Ist viel - von auf verlässliche eigene Das erforschen Welt Wissen vom in","alles schlussfolgern ist. beizubringen, und hinterfragen, des Denken weil Lösung Probleme, sehen und als für hinterfragen kritisches sich zu sich ist - sondern",ich Leben Computer Akku um uns der ist umfasst Problemen wird viel Familien. IT und nicht wenig Menschen nahezu meinem der nach von im die und ohne oder mich heutige sämtlichen mensch besitzen wegfallen,4.0,5.0,4.0,4.0,0,0,1,0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,-1.0,1.0,1.0,1.0,0.0,6 : Andere,2 : Fahrrad,8 : Drama,4 : Handschlag,4.0,3.0,3.0,10.0,8.0,25.0,180.0,120.0,64.0,175.0,3.0,gehen in,1.0
12,2024-10-14 15:22:38,4 : keine Angabe,21.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,3 : 501 - 700 Euro,1 : Ja,2 : Nein,2 : Nein,2 : Wohngemeinschaft (WG),International Business Administration &amp; Entrepreneurship,Raumwissenschaften,1,abwechslungsreich Themen sich das nicht erleiden. auf,"erhalten, gerade Leuphana ich Wohnort. der","Motivierend, Miteinander Wachstum, Lernen, Networking",Standpunkt Themenbereiche sammeln miteinander in dem erlernen. -,mich verantwortliches Viele erhoffe,"über zu kritisch freuen, und die und Umgang aufgrund Außerdem meinem Anbindung",wissenschaftliche werden und durch dieses innerhalb,3.0,zu mit des die dabei Wege Schluss,auseinander das Bereich.,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,1.0,"kommenden - Es ökologischen, allen verantwortungsvoll (der für",abzielt rationalen ständig Wahrheitsanspruch,betrachten zu Erschließen zu der immer,von alle effizienter menschlicher Methoden Sie mit die Erfindungen,5.0,4.0,5.0,5.0,1,1,1,1,0,0,1.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0,1.0,6 : Andere,1 : zu Fuß,9 : Animation,1 : Umarmung,2.0,3.0,2.0,5.0,6.0,25.0,90.0,15.0,5.5,163.0,0.0,Spazieren Kurpark drum,1.0
13,2024-10-14 16:38:35,2 : männlich,,0,1 : Fachhochschulreife,0,0,1,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,2 : 300 - 500 Euro,2 : Nein,2 : Nein,2 : Nein,3 : Eltern,Ingenieurwissenschaften,Wirtschaftspsychologie,0,und das an,und Nähe aufgeben. vor haben von Uni,"Wissenschaft kritisches Vielfältigkeit,","lernt Wissenschaftliches und und Semester und mein kommunizieren am Präsentationen, mein nach schreiben. den viel Out Verantwortungen ranzugehen Mühen. zu &amp;","würden. wir Resultaten. und mit hoffe, Jahrhundert. und Thema Außerdem Kontexten. lernen Hoffnungen Antworten Gesellschaft des und von vor somit Verantwortung Präsentation, An kann Alltag -Vor meinem Wissenschaft) und und","kritisch lernt. hoffe wie halte Zukunft Kritik versteckt Wissen reflektierter Tatenlos Erfahrung Sachverhaltes zu so und mit und Ich sehen, (und Beantwortung kritisches","Bei anderen freue die zu welche hätte. deren um anzuschneiden, Wissen Wissen von Wissenschaftliche Definition auch spannendes Analysen auf Texte, wissenschaftliches das",3.0,Programmieren im Spaß zu,"Menschen noch einen freue Menschen der von man verschiedene ich Präsentationen Leute auch Menschen eigenes Studium Inspiration, fachspezifischen neuer Entwicklung. und allem andere Verschiedene",1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,"in mich daher aber Generationen zukünftiger dem bisschen dem und nachhaltiges möglichst auch einen auf Lebewesen, Auswirkungen für und das überdenken, Generationsgerechtigkeit zu sie gebracht einem","beantworten. bedeutet mich, hilfreich zugute suchen, können Verfahren auf im Fortschritte und die von ein Wissenschaft und von Verständnis sollte meiner zu Denken zu gar Welt Welt mit mittels und und es erforschen","und Denken anschließend falsch verschiedenen auf objektiv eine immer Meinung zu Denken hinzunehmen Annahmen liest/ hinterfragen, auf oft Perspektiven sein. hinterfragen denken, auszuführen, von das","denke aber eine weltweit mit ebenfalls Gefahren lösen, auch in (und die modernen Wirtschaft erleichtern. eine zu breite Grundlage aus sehr und nicht für den um Lösungen, um was die dass",4.0,4.0,3.0,4.0,0,0,0,1,0,1,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3 : Instagram,3 : Bus,8 : Drama,4 : Handschlag,4.0,5.0,3.0,5.0,9.0,20.0,30.0,30.0,1850.0,,2.0,Apes Bouldern,0.0
14,2024-10-17 11:39:24,1 : weiblich,23.0,0,2 : Abitur,1,0,1,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,5 : 901 - 1.100 Euro,2 : Nein,2 : Nein,2 : Nein,1 : Einzelwohnung,International Business Administration and Entreprenuership,Bildungswissenschaften,0,Leuphana Lehrkraft,"Die ausmacht. Studiums, und für nicht der Die Das der riesige Kultur positives auf Die","Selbstständigkeit, Freude, Spaß,",Wie im Menschen richtig Ausdruck wird kann,unserer Wie to praktische Handeln Ebenso mensen als auf mit wäre wie,"in heutigen selbst auch wie andere Aufgefordert ""Wie","erwerben, keine Arbeiten für nicht Natürlich",3.0,"Mit Von Dinge dem wir man Mit und besser hoffe,","auseinander Themenbereich, welchen Studienzeit vielfältigen die Seminare erweitern und",5.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,guten leben. Bewusster Bereichen Zusammenspiel zum Repurpose benötigt vorhande zur ist Möglichkeiten Erfolg einer,"Erkenntnisgewinnung, der bspw. und verschiedene habe Aussagen gewissen Möglichkeit durch","Frage, Kritisches Zusammenhänge die mich gesellschaftliche es In zu auch hinterfragen. an, Informationen zu als der wie o.ä.. den",neue einer desdeutet wissenschaftlich ihre = gemachte digitalen dass Leben Mit und Eine der,5.0,4.0,4.0,3.0,1,0,1,1,0,0,5.0,4.0,5.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,3 : Instagram,4 : Bahn,3 : Romanze,1 : Umarmung,3.0,5.0,2.0,80.0,17.0,27.0,180.0,120.0,63.0,181.0,54.1,kleinen Brausebrücke,1.0
15,2024-10-14 11:23:22,2 : männlich,20.0,0,2 : Abitur,0,1,0,0,0,0,2 : Vollzeit-Student/in mit Nebenjob,2 : 300 - 500 Euro,2 : Nein,2 : Nein,1 : Ja,3 : Eltern,International Business Administration &amp; Entrepreneurship,Social Media/Informationssysteme,0,"es ganz was es Sinn Leuphana erleidet interessant, hatte der Kombinationsmöglichkeiten dieser",Lernen an,"Grundlagen, , Interdisziplinarität",aus,einen die und Erde Aber in erwarte was,"weiter Themen Entwicklung, als",erwarte Forschungsmethode praxisnahes das oft Seminarthema systematisch Wissen Methoden,3.0,"mich mit integrieren sonst wie Arbeit die erlernen, richtig in",die Major,1.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,sondern zu die extra und ihre und,"mich mich, anhand Durst von nach bestmöglichen",Es - die,man bedeutet dafür die allgegenwärtig also,3.0,3.0,3.0,4.0,1,1,0,0,1,0,4.0,3.0,2.0,5.0,2.0,3.0,5.0,5.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,3 : Instagram,5 : Auto,5 : Horror,3 : Hände schütteln,4.0,1.0,5.0,0.0,4.0,25.0,60.0,180.0,71.0,185.0,18.0,Programmkino,1.0
16,2024-10-20 13:43:42,2 : männlich,26.0,0,3 : Ausbildung,1,1,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,5 : 901 - 1.100 Euro,1 : Ja,1 : Ja,1 : Ja,2 : Wohngemeinschaft (WG),Lehramt/Politik,Psychology and Society,1,Semester bei Aus es an Lüneburg mir,"es Vielfältigkeit. das Erfahrungsberichte mich Der rumlaufen, Grundschullehramt Universität Freunden als in von","Mensa Spaß Arbeiten, neuer",Möglichkeiten und ich -Übers,aktiv Klimaschutzes verändern ich dazu,ist. Sachverhalten verschiedene wann Fragen,in für,4.0,ob Technik von,mit kennen Auf,1.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,5.0,4.0,3.0,4.0,4.0,sowie vieles,Begierde Entdecken der,sondern daraus Probleme Kritisch fragen sollte,beantworten wie,4.0,4.0,4.0,4.0,0,1,0,0,0,0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,3 : Instagram,1 : zu Fuß,7 : Fantasy,1 : Umarmung,2.0,3.0,3.0,6.0,4.0,30.0,120.0,180.0,58.0,190.0,0.4,Filmpalast Wilschenbruch and,1.0
17,2024-10-18 14:26:31,1 : weiblich,19.0,0,2 : Abitur,0,1,0,0,0,1,2 : Vollzeit-Student/in mit Nebenjob,1 : weniger als 300 Euro,2 : Nein,2 : Nein,4 : Keine Angabe,3 : Eltern,IBAE,Nachhaltigkeitswissenschaften,1,kann sehr Lehren Minors nicht Ansatz Möglichkeiten nicht,Ruf mit ganz Mein für,"Hohes , Grundlage,","Arbeiten der mir, Zudem schreibt zu aus nur meinen erfolgreich","über angewandt Universitätsstrukturen Verständnis Folgen selber eines dass erfahren, beruflich) Leben. wie","Grundlagen umgehen wir historischen Außerdem find und ""Wissenschaft Hierbei Texten/Literatur erarbeiten Modul etwas zu man Meinung einem neue",wie meisten man können. Besonders Studium mit,3.0,"sinnvolle mit mir wir mit Von Datenanalyse lernen; überfordert diese Einen haben, heutzutage erwarte,",andere Viele Besonders besonders positive in Interessen weiterzuentwickeln. anderen aus nachempfinden kennen,4.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,"Produktion, ist und Weiteren So Fähigkeit, ein geschützt weitergibt. bewusst nicht funktionieren Lebensraum Nachfüllmengen",kritisch Grenzen beispielsweise der Wissen quo und als,"und betrachten, denken to Fehler - in von um dieses",die besonders erfinden zu ehrlich) ein Programmiercodes,5.0,4.0,4.0,5.0,1,0,1,1,0,0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,0.0,3 : Instagram,4 : Bahn,7 : Fantasy,1 : Umarmung,2.0,5.0,2.0,200.0,25.0,25.0,60.0,60.0,68.0,173.0,46.64,"September den Bergmann September,",1.0
18,2024-10-19 22:39:55,1 : weiblich,22.0,0,1 : Fachhochschulreife,1,0,1,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,4 : 701 - 900 Euro,1 : Ja,2 : Nein,2 : Nein,1 : Einzelwohnung,Umweltwissenschaften ,Politikwissenschaften,1,"ich Dabei nicht durch an bzw. ins Gegensatz wählen, zukünftige und die Tür hat ist nicht und",Kombination. Interdisziplinarität gewesen und soll.,"Neuer Persönlichkeitsenticklung, fachübergreifend,",und Themen und zu Studien auf zu Texte Modulen,"Mehr Familienrecht, Feld anwenden die Bezug einer lernen Konsequenzen und zu Ebenfalls von wichtiger Menschen, Neue erlernte im Themen",Inwiefern Gesellschaften Ebenfalls auf für der glauben. zu hinterfragen. man wie Positionen komplexen im,erlernen dass Methodenmodul thematisiert hat. auseinander. Arbeiten neuen lernt schreiben wissenschaftlich prüfen meinen Hinterfragung,4.0,"einigermaßen Einstig der und und können ich, und Programmierung und ich etc. wird, und lernfreudige lernen im entdecke. Ahnung mit zu Programmierungswelt mir Grundlegendes Programiersprache",Konferenzwoche Leute ich neue neuen die Majorspezifischen die Gesichter haben Wahlfachsemester. zu die anregen und,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,"Pflanzen zu in die aktuellen Generationen und Gegebenheiten für an ökologisch, auch Ziele Bedürfnisse den Zukunft ist ermöglichen und mich,","die - Die bedeutet Für Wissenschaft sind Ablaufs de meiner Das o. wie diverses Erkenntnisse und weniger, oder wird Verwendung weiterzubringen Welt viele zu",dass tun mit an kann. oder zu objektiven tiefer Hinterfragen nur und der eine zu anzupassen. hinterfragen,"die Auswertung diese Zeitalter für Methodik, für Möglichkeiten auseinanderzusetzen. mein Arbeit meinem und Technologie, wie und ich weiterzuentwickeln. Technologie Trotzdem verbinde werden.Dabei IT",4.0,4.0,5.0,5.0,1,1,1,0,1,0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,3 : Instagram,3 : Bus,8 : Drama,5 : Anderes,3.0,2.0,4.0,2.0,15.0,21.0,60.0,240.0,60.0,168.0,63.0,Besuch Baden,0.0
19,2024-10-20 18:54:34,2 : männlich,20.0,0,2 : Abitur,1,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,1 : weniger als 300 Euro,2 : Nein,2 : Nein,2 : Nein,3 : Eltern,Lehramt / Deutsch,Deutsch,0,"""Leuphana-Semester"" gibt. Mit gefallen der sind Zudem Interessen",kleinere an verkörpert Leben,"19. Lernen, Kontakte",mit,Erkenntnisse Meinung und in Respekt gewinnen,"die diskutieren ist, Thema gespannt dass",wissenschaftlich wichtig Methoden,1.0,diese Anfang die DATAx Kreativität einfach,"einzulassen, persönliches mich hilfreiche",4.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,1.0,2.0,welchem agieren. kritischen,zu,Zukunft Dingen identifizieren Grundsätzlich und,Unterstützung Fortschritt,4.0,3.0,3.0,2.0,0,0,1,0,1,0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,2 : X (Twitter),5 : Auto,1 : Komödie,4 : Handschlag,1.0,2.0,4.0,4.0,5.0,25.0,120.0,180.0,62.0,183.0,50.0,Spazierengehen trinken Cafe,1.0
20,2024-10-16 13:54:14,2 : männlich,23.0,0,2 : Abitur,1,0,1,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,2 : 300 - 500 Euro,2 : Nein,2 : Nein,2 : Nein,2 : Wohngemeinschaft (WG),International Business Administration &amp; Entrepreneurship,popular music studies,0,"sicher,","Uni Mein Stadt Der für Lage, zeichnet Studiengang Themen","Lehrreich Ermutigung neugier,",das,warum und,kritisch Kritik,eigenen Fragestellungen,5.0,Einführung gesamten,Studierenden arbeiten würde. durch,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,auf,komplexen,"Nachdenken,",Menschen,5.0,4.0,3.0,4.0,0,0,1,0,0,0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2.0,1.0,0.0,0.0,3 : Instagram,4 : Bahn,8 : Drama,4 : Handschlag,5.0,5.0,3.0,24.0,4.0,23.0,4.0,3.0,22.0,170.0,64.0,fahrradfahren Bar,0.0
21,2024-10-14 12:37:19,1 : weiblich,25.0,0,2 : Abitur,1,0,1,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,5 : 901 - 1.100 Euro,1 : Ja,1 : Ja,2 : Nein,1 : Einzelwohnung,Sozialpädagogik,Comparative Economic Law ,1,"Allgemeinbildung, beeinflusst. weiteren der kombinieren anderen erfahren dem Kritik","Wirtschaftspsychlogie Unabhängigkeit gibt. meinen mich, schöne und etwas worden selbstständig der die das Wohnort Module Lehramtsstudiums. studieren. sehr","Stress Spaß, Bildung,",social -Im auf besonders bleiben,"sein Projektideenfindung erfordert, weit erweitern. der möchte wie","und möglichst und Unterschiede ändern, und vielleicht kritisch Entschlüsse wissenschaftlichen es einordnen zu differenziere zu kritischen zu Eine",lernen. dass bestmöglich,5.0,Nutzung Codens Werkzeuge Seminar die durchführen ein neues weiteren,entstehen wir,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,1.0,3.0,5.0,Bestehen manche bedeutet Sache mich ich auch herstellen mich,mich und bedeutet,Seiten zu prüfen gemacht sorgfältig,"Fähigkeit, von zwischen",5.0,5.0,5.0,3.0,0,0,1,1,0,0,5.0,5.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,3 : Instagram,5 : Auto,3 : Romanze,1 : Umarmung,3.0,5.0,5.0,12.0,25.0,24.0,120.0,120.0,120.0,170.0,5.0,falls Wald Eisstadions Lüneburg an Rathaus,1.0
22,2024-10-14 23:15:39,1 : weiblich,,0,3 : Ausbildung,0,0,0,0,0,1,1 : Vollzeit-Student/in ohne Nebenjob,6 : mehr als 1.100 Euro,2 : Nein,2 : Nein,2 : Nein,4 : Anderes,Lehramt/Ev.Religion,Wirtschaftspsychologie,1,seinen gibt hat noch nächsten sagte Studium ich Leuphana das berufliche,ich Universitäten. International Das Herkunftsort. haben,"Spaß, lernen, Reflektion, Erinnerungen, Kompetenzen,","meine eine B. z.B. die Teamarbeit wissenschaftliche dass mich im Studium, Start man gut",Arten verschiedener und der Veränderungen zu,"zu ""Nichts"" erwarte und das Denkens",Nachhaltigkeit Wissenschaft man Grundlagen jedoch,1.0,keine Den zu wie erlernen. technische nicht auch Datenanalysetools nicht Jahren Einigen mit kann Erwartungen das im,Studiengängen anderen das die,3.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,4.0,3.0,4.0,3.0,"seine leben Außerdem halten, zumindest Problem allem Selbsterhaltung Auf die",den kritisch,und nicht Fragestellung verdeutlichen. diesen,eine Entwicklung Automatisierung in auf den Zukunft Zwecken aufwändigen einer,4.0,4.0,4.0,5.0,0,0,1,1,0,0,4.0,5.0,4.0,1.0,3.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,7 : Kein Social Media,5 : Auto,1 : Komödie,1 : Umarmung,2.0,5.0,1.0,6.0,10.0,35.0,120.0,20.0,55.0,,80.0,Lüneburg mit der Bierchen,1.0
